"Test[not.NA.test.row.index, 1]","Test[not.NA.test.row.index, 3]","Test[not.NA.test.row.index, 2]","predict(Cubist, Test[not.NA.test.row.index, 2:14])"
"05/10/2018",15,8,495.275390625
"05/10/2018",16,28,507.035919189453
"05/10/2018",17,66,511.860290527344
"05/10/2018",18,74,591.819702148438
"05/10/2018",19,55,528.14013671875
"05/10/2018",20,44,495.615966796875
"05/10/2018",21,32,487.583221435547
"05/10/2018",22,23,498.063629150391
"05/10/2018",23,4,508.300842285156
"06/10/2018",0,0,280.666076660156
"06/10/2018",1,0,259.617614746094
"06/10/2018",2,0,239.692977905273
"06/10/2018",3,0,179.449645996094
"06/10/2018",4,0,115.804656982422
"06/10/2018",5,0,110.019119262695
"06/10/2018",6,0,128.556686401367
"06/10/2018",7,5,404.861419677734
"06/10/2018",8,6,514.057250976562
"06/10/2018",9,5,445.644714355469
"06/10/2018",10,2,461.459350585938
"06/10/2018",11,20,589.937438964844
"06/10/2018",12,130,654.736694335938
"06/10/2018",13,529,660.867248535156
"06/10/2018",14,941,770.493713378906
"06/10/2018",15,1236,803.518981933594
"06/10/2018",16,1601,818.822326660156
"06/10/2018",17,1870,869.593566894531
"06/10/2018",18,2012,1008.97222900391
"06/10/2018",19,1761,850.982055664062
"06/10/2018",20,1567,732.633605957031
"06/10/2018",21,1731,674.050537109375
"06/10/2018",22,1459,642.161193847656
"06/10/2018",23,1162,580.818176269531
"07/10/2018",0,1049,313.150909423828
"07/10/2018",1,768,284.305328369141
"07/10/2018",2,538,265.7802734375
"07/10/2018",3,372,189.601303100586
"07/10/2018",4,255,118.961631774902
"07/10/2018",5,146,130.357559204102
"07/10/2018",6,189,166.025405883789
"07/10/2018",7,345,467.221771240234
"07/10/2018",8,589,908.233520507812
"07/10/2018",9,753,666.035949707031
"07/10/2018",10,932,682.554565429688
"07/10/2018",11,1188,724.36669921875
"07/10/2018",12,1516,686.298400878906
"07/10/2018",13,1714,669.115844726562
"07/10/2018",14,1987,679.183410644531
"07/10/2018",15,2167,665.415283203125
"07/10/2018",16,2270,668.77783203125
"07/10/2018",17,2255,710.224792480469
"07/10/2018",18,2069,907.772827148438
"07/10/2018",19,1608,778.774719238281
"07/10/2018",20,1519,631.98681640625
"07/10/2018",21,1385,598.547607421875
"07/10/2018",22,1160,557.431579589844
"07/10/2018",23,840,559.827331542969
"08/10/2018",0,711,254.408386230469
"08/10/2018",1,390,236.629379272461
"08/10/2018",2,265,211.779174804688
"08/10/2018",3,192,155.820953369141
"08/10/2018",4,123,99.5558166503906
"08/10/2018",5,215,105.087379455566
"08/10/2018",6,503,132.902587890625
"08/10/2018",7,1206,496.737701416016
"08/10/2018",8,2005,814.755981445312
"08/10/2018",9,1166,524.82763671875
"08/10/2018",10,943,549.294860839844
"08/10/2018",11,1117,594.405456542969
"08/10/2018",12,1238,601.821228027344
"08/10/2018",13,1303,616.9384765625
"08/10/2018",14,1358,660.924133300781
"08/10/2018",15,1502,631.229614257812
"08/10/2018",16,1603,625.081359863281
"08/10/2018",17,2127,718.028259277344
"08/10/2018",18,2787,922.232116699219
"08/10/2018",19,2150,773.431091308594
"08/10/2018",20,1838,627.185607910156
"08/10/2018",21,1788,603.350341796875
"08/10/2018",22,1636,588.875671386719
"08/10/2018",23,1196,562.815856933594
"09/10/2018",0,0,261.279541015625
"09/10/2018",1,0,233.547302246094
"09/10/2018",2,0,208.249862670898
"09/10/2018",3,0,147.33447265625
"09/10/2018",4,0,86.5553512573242
"09/10/2018",5,0,92.1335983276367
"09/10/2018",6,0,115.397354125977
"09/10/2018",7,0,373.517059326172
"09/10/2018",8,0,629.167724609375
"09/10/2018",9,0,493.760559082031
"09/10/2018",10,0,529.211975097656
"09/10/2018",11,0,545.791809082031
"09/10/2018",12,0,562.049072265625
"09/10/2018",13,0,580.877990722656
"09/10/2018",14,0,582.324523925781
"09/10/2018",15,0,541.962036132812
"09/10/2018",16,0,595.952575683594
"09/10/2018",17,0,639.5498046875
"09/10/2018",18,0,808.596557617188
"09/10/2018",19,0,700.673706054688
"09/10/2018",20,0,586.2939453125
"09/10/2018",21,0,571.956665039062
"09/10/2018",22,0,558.048278808594
"09/10/2018",23,0,546.09912109375
"10/10/2018",0,643,289.165649414062
"10/10/2018",1,144,265.971557617188
"10/10/2018",2,55,228.963119506836
"10/10/2018",3,90,175.852691650391
"10/10/2018",4,82,113.259552001953
"10/10/2018",5,152,118.351486206055
"10/10/2018",6,441,151.771102905273
"10/10/2018",7,1220,451.656982421875
"10/10/2018",8,2082,654.953979492188
"10/10/2018",9,1097,560.781188964844
"10/10/2018",10,792,547.474487304688
"10/10/2018",11,914,524.907043457031
"10/10/2018",12,1006,512.510314941406
"10/10/2018",13,1015,529.530822753906
"10/10/2018",14,1041,534.662963867188
"10/10/2018",15,1171,536.026245117188
"10/10/2018",16,1363,540.763977050781
"10/10/2018",17,1775,661.226867675781
"10/10/2018",18,2514,815.841918945312
"10/10/2018",19,1723,620.625305175781
"10/10/2018",20,1489,525.184936523438
"10/10/2018",21,1445,493.473663330078
"10/10/2018",22,1255,452.992248535156
"10/10/2018",23,901,410.738037109375
"11/10/2018",0,707,272.327239990234
"11/10/2018",1,541,246.299072265625
"11/10/2018",2,341,170.079940795898
"11/10/2018",3,218,130.488983154297
"11/10/2018",4,145,82.4606246948242
"11/10/2018",5,197,91.0370025634766
"11/10/2018",6,518,108.271934509277
"11/10/2018",7,1233,424.544616699219
"11/10/2018",8,2000,747.355651855469
"11/10/2018",9,1070,543.317749023438
"11/10/2018",10,792,504.340667724609
"11/10/2018",11,926,544.155334472656
"11/10/2018",12,967,574.946899414062
"11/10/2018",13,1000,584.506408691406
"11/10/2018",14,991,596.381530761719
"11/10/2018",15,1054,520.81103515625
"11/10/2018",16,1284,632.340698242188
"11/10/2018",17,1685,693.759826660156
"11/10/2018",18,2378,829.838928222656
"11/10/2018",19,1614,674.465515136719
"11/10/2018",20,1389,505.022277832031
"11/10/2018",21,1398,468.391784667969
"11/10/2018",22,1221,440.259643554688
"11/10/2018",23,857,419.791412353516
"12/10/2018",0,706,257.17529296875
"12/10/2018",1,531,227.997970581055
"12/10/2018",2,409,177.631729125977
"12/10/2018",3,225,134.278213500977
"12/10/2018",4,168,80.9059524536133
"12/10/2018",5,183,70.8356246948242
"12/10/2018",6,412,122.524131774902
"12/10/2018",7,1142,393.294372558594
"12/10/2018",8,1996,724.358825683594
"12/10/2018",9,1106,517.313720703125
"12/10/2018",10,877,506.790130615234
"12/10/2018",11,959,514.287170410156
"12/10/2018",12,1073,514.757019042969
"12/10/2018",13,1110,540.338439941406
"12/10/2018",14,1187,542.609680175781
"12/10/2018",15,1322,574.776611328125
"12/10/2018",16,1488,584.791442871094
"12/10/2018",17,1902,649.732604980469
"12/10/2018",18,2618,828.114868164062
"12/10/2018",19,1804,668.331237792969
"12/10/2018",20,1440,542.578308105469
"12/10/2018",21,1292,518.155883789062
"12/10/2018",22,1347,552.307067871094
"12/10/2018",23,940,452.754180908203
"13/10/2018",0,835,262.890625
"13/10/2018",1,739,224.912536621094
"13/10/2018",2,512,233.203842163086
"13/10/2018",3,374,203.730377197266
"13/10/2018",4,226,115.144554138184
"13/10/2018",5,148,87.368896484375
"13/10/2018",6,209,96.6166610717773
"13/10/2018",7,412,254.390075683594
"13/10/2018",8,728,738.909423828125
"13/10/2018",9,853,473.552093505859
"13/10/2018",10,1037,508.880096435547
"13/10/2018",11,1179,522.000854492188
"13/10/2018",12,1402,530.194946289062
"13/10/2018",13,1652,552.768920898438
"13/10/2018",14,1712,560.162231445312
"13/10/2018",15,1846,581.239074707031
"13/10/2018",16,1916,577.233154296875
"13/10/2018",17,1995,658.514831542969
"13/10/2018",18,1695,863.428161621094
"13/10/2018",19,1381,656.474914550781
"13/10/2018",20,1261,524.766662597656
"13/10/2018",21,1312,523.315185546875
"13/10/2018",22,1147,519.07421875
"13/10/2018",23,971,467.776306152344
"14/10/2018",0,811,224.625701904297
"14/10/2018",1,584,232.861602783203
"14/10/2018",2,429,226.733947753906
"14/10/2018",3,308,214.615676879883
"14/10/2018",4,185,167.356201171875
"14/10/2018",5,110,88.85693359375
"14/10/2018",6,150,76.5899429321289
"14/10/2018",7,304,259.975738525391
"14/10/2018",8,556,710.367858886719
"14/10/2018",9,775,443.651885986328
"14/10/2018",10,847,463.684844970703
"14/10/2018",11,1056,508.480712890625
"14/10/2018",12,1394,523.505737304688
"14/10/2018",13,1593,569.77197265625
"14/10/2018",14,1767,600.034118652344
"14/10/2018",15,1948,633.423400878906
"14/10/2018",16,2097,624.136352539062
"14/10/2018",17,1990,721.41796875
"14/10/2018",18,1662,890.7734375
"14/10/2018",19,1377,736.166015625
"14/10/2018",20,1306,607.886047363281
"14/10/2018",21,1261,566.608093261719
"14/10/2018",22,1029,542.85107421875
"14/10/2018",23,810,521.9892578125
"15/10/2018",0,638,283.094451904297
"15/10/2018",1,393,350.371185302734
"15/10/2018",2,272,236.160354614258
"15/10/2018",3,171,173.369171142578
"15/10/2018",4,152,80.1802520751953
"15/10/2018",5,209,92.9246520996094
"15/10/2018",6,504,147.819244384766
"15/10/2018",7,1271,399.361450195312
"15/10/2018",8,2070,697.468200683594
"15/10/2018",9,1119,527.933959960938
"15/10/2018",10,837,588.569946289062
"15/10/2018",11,910,640.879699707031
"15/10/2018",12,1052,665.110717773438
"15/10/2018",13,1058,655.412841796875
"15/10/2018",14,1121,652.077331542969
"15/10/2018",15,1183,635.497619628906
"15/10/2018",16,1413,653.743469238281
"15/10/2018",17,1773,733.345031738281
"15/10/2018",18,2635,910.538940429688
"15/10/2018",19,1911,721.395202636719
"15/10/2018",20,1659,563.592163085938
"15/10/2018",21,1556,535.483825683594
"15/10/2018",22,1377,627.581481933594
"15/10/2018",23,914,582.814392089844
"16/10/2018",0,726,313.531188964844
"16/10/2018",1,568,259.243041992188
"16/10/2018",2,427,240.465042114258
"16/10/2018",3,253,181.912384033203
"16/10/2018",4,145,104.657287597656
"16/10/2018",5,202,94.8074188232422
"16/10/2018",6,491,131.648025512695
"16/10/2018",7,1216,492.556762695312
"16/10/2018",8,2134,771.890930175781
"16/10/2018",9,1177,496.186248779297
"16/10/2018",10,854,507.152008056641
"16/10/2018",11,914,533.44384765625
"16/10/2018",12,1063,554.895751953125
"16/10/2018",13,1108,605.825866699219
"16/10/2018",14,1113,612.646606445312
"16/10/2018",15,1203,611.960510253906
"16/10/2018",16,1407,606.302978515625
"16/10/2018",17,1811,681.396179199219
"16/10/2018",18,2716,905.42724609375
"16/10/2018",19,1867,744.286926269531
"16/10/2018",20,1568,604.942993164062
"16/10/2018",21,1618,578.767028808594
"16/10/2018",22,1425,553.986877441406
"16/10/2018",23,950,503.317413330078
"17/10/2018",0,739,384.371032714844
"17/10/2018",1,600,323.930114746094
"17/10/2018",2,381,290.804107666016
"17/10/2018",3,239,189.158996582031
"17/10/2018",4,157,106.659332275391
"17/10/2018",5,210,88.4680633544922
"17/10/2018",6,503,112.392120361328
"17/10/2018",7,1213,368.033111572266
"17/10/2018",8,2202,760.763610839844
"17/10/2018",9,1200,525.1259765625
"17/10/2018",10,842,544.651550292969
"17/10/2018",11,961,601.988159179688
"17/10/2018",12,1088,639.357116699219
"17/10/2018",13,1115,671.21484375
"17/10/2018",14,1083,691.20703125
"17/10/2018",15,1175,695.166931152344
"17/10/2018",16,1409,707.752197265625
"17/10/2018",17,1896,658.328063964844
"17/10/2018",18,2445,918.32470703125
"17/10/2018",19,1819,668.50537109375
"17/10/2018",20,1558,553.036071777344
"17/10/2018",21,1493,507.913696289062
"17/10/2018",22,1278,464.085388183594
"17/10/2018",23,896,440.884307861328
"18/10/2018",0,694,241.385437011719
"18/10/2018",1,579,199.481201171875
"18/10/2018",2,385,187.134170532227
"18/10/2018",3,244,167.803207397461
"18/10/2018",4,165,109.006469726562
"18/10/2018",5,185,97.4670715332031
"18/10/2018",6,458,138.308944702148
"18/10/2018",7,1191,398.117706298828
"18/10/2018",8,2154,716.990600585938
"18/10/2018",9,1165,530.182250976562
"18/10/2018",10,864,596.057861328125
"18/10/2018",11,917,613.964172363281
"18/10/2018",12,1132,652.464050292969
"18/10/2018",13,1152,635.366088867188
"18/10/2018",14,1122,637.39501953125
"18/10/2018",15,1203,639.717224121094
"18/10/2018",16,1473,649.671936035156
"18/10/2018",17,1804,695.572875976562
"18/10/2018",18,2499,856.508056640625
"18/10/2018",19,1878,736.269348144531
"18/10/2018",20,1528,598.903747558594
"18/10/2018",21,1466,566.622314453125
"18/10/2018",22,1302,522.482971191406
"18/10/2018",23,944,480.753448486328
"19/10/2018",0,783,300.789794921875
"19/10/2018",1,653,272.022491455078
"19/10/2018",2,433,274.893676757812
"19/10/2018",3,262,214.620651245117
"19/10/2018",4,184,103.120216369629
"19/10/2018",5,162,107.993316650391
"19/10/2018",6,491,123.380157470703
"19/10/2018",7,1188,420.723815917969
"19/10/2018",8,2113,784.733703613281
"19/10/2018",9,1191,503.015167236328
"19/10/2018",10,850,517.303894042969
"19/10/2018",11,981,550.770080566406
"19/10/2018",12,1161,569.228515625
"19/10/2018",13,1190,602.143981933594
"19/10/2018",14,1221,623.517150878906
"19/10/2018",15,1390,620.547546386719
"19/10/2018",16,1527,619.251403808594
"19/10/2018",17,1939,698.35498046875
"19/10/2018",18,2631,874.981384277344
"19/10/2018",19,1769,748.578735351562
"19/10/2018",20,1512,611.03271484375
"19/10/2018",21,1457,577.988098144531
"19/10/2018",22,1331,519.6044921875
"19/10/2018",23,1018,486.571411132812
"20/10/2018",0,891,268.470611572266
"20/10/2018",1,774,260.761840820312
"20/10/2018",2,522,232.445114135742
"20/10/2018",3,386,172.773651123047
"20/10/2018",4,246,113.878524780273
"20/10/2018",5,154,108.111175537109
"20/10/2018",6,219,84.949089050293
"20/10/2018",7,427,267.331909179688
"20/10/2018",8,784,749.585083007812
"20/10/2018",9,921,476.627197265625
"20/10/2018",10,997,518.002868652344
"20/10/2018",11,1175,532.227600097656
"20/10/2018",12,1407,549.806457519531
"20/10/2018",13,1585,589.084777832031
"20/10/2018",14,1649,726.805847167969
"20/10/2018",15,1760,624.069458007812
"20/10/2018",16,1813,759.355590820312
"20/10/2018",17,1949,801.912719726562
"20/10/2018",18,1707,867.471496582031
"20/10/2018",19,1407,719.496032714844
"20/10/2018",20,1270,601.981384277344
"20/10/2018",21,1249,553.6630859375
"20/10/2018",22,1141,550.417419433594
"20/10/2018",23,922,509.336822509766
"21/10/2018",0,848,271.643005371094
"21/10/2018",1,622,229.275741577148
"21/10/2018",2,428,182.613388061523
"21/10/2018",3,342,124.889907836914
"21/10/2018",4,206,78.4257125854492
"21/10/2018",5,146,94.9021606445312
"21/10/2018",6,172,103.547370910645
"21/10/2018",7,315,333.988891601562
"21/10/2018",8,534,762.176635742188
"21/10/2018",9,679,482.761566162109
"21/10/2018",10,936,506.114044189453
"21/10/2018",11,1055,528.398986816406
"21/10/2018",12,1417,552.843017578125
"21/10/2018",13,1519,693.471923828125
"21/10/2018",14,1642,725.736267089844
"21/10/2018",15,1891,672.240051269531
"21/10/2018",16,1976,667.442443847656
"21/10/2018",17,1883,792.555541992188
"21/10/2018",18,1618,861.147033691406
"21/10/2018",19,1464,712.396240234375
"21/10/2018",20,1306,546.244262695312
"21/10/2018",21,1158,565.828674316406
"21/10/2018",22,1025,539.040405273438
"21/10/2018",23,724,513.502624511719
"22/10/2018",0,623,268.546600341797
"22/10/2018",1,372,237.00080871582
"22/10/2018",2,253,217.583679199219
"22/10/2018",3,175,150.679840087891
"22/10/2018",4,110,81.388298034668
"22/10/2018",5,202,90.0540161132812
"22/10/2018",6,513,126.671112060547
"22/10/2018",7,1244,467.053833007812
"22/10/2018",8,2111,732.63916015625
"22/10/2018",9,1104,486.151214599609
"22/10/2018",10,817,503.044708251953
"22/10/2018",11,941,515.672485351562
"22/10/2018",12,1034,521.018432617188
"22/10/2018",13,1064,552.301574707031
"22/10/2018",14,1122,574.712280273438
"22/10/2018",15,1167,579.778686523438
"22/10/2018",16,1464,576.458984375
"22/10/2018",17,1904,645.256164550781
"22/10/2018",18,2613,894.519287109375
"22/10/2018",19,1860,812.186706542969
"22/10/2018",20,1593,690.334594726562
"22/10/2018",21,1513,665.813659667969
"22/10/2018",22,1360,544.756774902344
"22/10/2018",23,916,537.442260742188
"23/10/2018",0,726,270.954498291016
"23/10/2018",1,547,242.037048339844
"23/10/2018",2,356,275.894287109375
"23/10/2018",3,243,225.793807983398
"23/10/2018",4,170,177.478500366211
"23/10/2018",5,193,115.862144470215
"23/10/2018",6,456,135.653900146484
"23/10/2018",7,839,417.100280761719
"23/10/2018",8,1423,568.203918457031
"23/10/2018",9,1026,478.49755859375
"23/10/2018",10,735,591.601989746094
"23/10/2018",11,81,563.404235839844
"23/10/2018",12,363,393.070404052734
"23/10/2018",13,652,599.854309082031
"23/10/2018",14,837,640.802917480469
"23/10/2018",15,1010,674.319030761719
"23/10/2018",16,1294,674.375671386719
"23/10/2018",17,1604,684.021606445312
"23/10/2018",18,2415,784.203796386719
"23/10/2018",19,1685,683.287780761719
"23/10/2018",20,1433,575.971313476562
"23/10/2018",21,1380,536.309020996094
"23/10/2018",22,1257,509.497192382812
"23/10/2018",23,876,414.616149902344
"24/10/2018",0,708,339.939270019531
"24/10/2018",1,573,324.36669921875
"24/10/2018",2,371,278.196472167969
"24/10/2018",3,249,213.507446289062
"24/10/2018",4,162,86.6214981079102
"24/10/2018",5,164,107.612373352051
"24/10/2018",6,453,107.501678466797
"24/10/2018",7,1165,235.729568481445
"24/10/2018",8,2108,569.35009765625
"24/10/2018",9,1151,547.394775390625
"24/10/2018",10,811,541.154235839844
"24/10/2018",11,940,595.426635742188
"24/10/2018",12,1126,619.983459472656
"24/10/2018",13,1106,603.225219726562
"24/10/2018",14,1150,603.927368164062
"24/10/2018",15,1161,612.908996582031
"24/10/2018",16,1492,655.085632324219
"24/10/2018",17,1904,709.802978515625
"24/10/2018",18,2612,851.809875488281
"24/10/2018",19,1827,706.054809570312
"24/10/2018",20,1556,580.009765625
"24/10/2018",21,1464,534.91552734375
"24/10/2018",22,1281,502.383941650391
"24/10/2018",23,884,468.044250488281
"25/10/2018",0,729,279.022766113281
"25/10/2018",1,572,252.00569152832
"25/10/2018",2,421,279.754119873047
"25/10/2018",3,266,166.03369140625
"25/10/2018",4,161,117.274116516113
"25/10/2018",5,193,95.183837890625
"25/10/2018",6,450,126.334983825684
"25/10/2018",7,1251,297.613830566406
"25/10/2018",8,2070,742.513122558594
"25/10/2018",9,1168,497.341064453125
"25/10/2018",10,779,556.367309570312
"25/10/2018",11,956,571.556335449219
"25/10/2018",12,1188,596.042114257812
"25/10/2018",13,1154,601.129943847656
"25/10/2018",14,1192,621.019592285156
"25/10/2018",15,1275,636.488952636719
"25/10/2018",16,1528,645.895080566406
"25/10/2018",17,1961,704.8623046875
"25/10/2018",18,2632,869.882934570312
"25/10/2018",19,1968,776.659362792969
"25/10/2018",20,1596,645.063598632812
"25/10/2018",21,1513,606.977233886719
"25/10/2018",22,1316,571.489624023438
"25/10/2018",23,919,542.626403808594
"26/10/2018",0,753,269.618896484375
"26/10/2018",1,629,245.400970458984
"26/10/2018",2,434,226.158935546875
"26/10/2018",3,327,161.907562255859
"26/10/2018",4,185,103.615013122559
"26/10/2018",5,178,108.560363769531
"26/10/2018",6,376,144.721603393555
"26/10/2018",7,556,538.011169433594
"26/10/2018",8,556,564.118957519531
"26/10/2018",9,144,477.825164794922
"26/10/2018",10,191,518.770751953125
"26/10/2018",11,54,459.933441162109
"26/10/2018",12,29,413.806243896484
"26/10/2018",13,18,447.196258544922
"26/10/2018",14,147,373.242858886719
"26/10/2018",15,576,594.655029296875
"26/10/2018",16,900,664.080261230469
"26/10/2018",17,1386,697.569946289062
"26/10/2018",18,1882,726.896057128906
"26/10/2018",19,1228,657.791015625
"26/10/2018",20,1003,510.463104248047
"26/10/2018",21,542,477.344818115234
"26/10/2018",22,680,457.621276855469
"26/10/2018",23,603,423.689178466797
"27/10/2018",0,640,244.257736206055
"27/10/2018",1,585,216.935455322266
"27/10/2018",2,478,192.801956176758
"27/10/2018",3,346,136.697402954102
"27/10/2018",4,233,90.3448638916016
"27/10/2018",5,146,74.2880935668945
"27/10/2018",6,197,100.287902832031
"27/10/2018",7,388,420.335021972656
"27/10/2018",8,713,737.455505371094
"27/10/2018",9,785,367.737518310547
"27/10/2018",10,898,449.646240234375
"27/10/2018",11,996,519.312438964844
"27/10/2018",12,1076,527.431213378906
"27/10/2018",13,1118,501.758453369141
"27/10/2018",14,1183,549.697937011719
"27/10/2018",15,1254,570.911254882812
"27/10/2018",16,1308,607.902160644531
"27/10/2018",17,1176,563.209106445312
"27/10/2018",18,1054,746.649963378906
"27/10/2018",19,864,577.428894042969
"27/10/2018",20,775,464.353210449219
"27/10/2018",21,775,467.132354736328
"27/10/2018",22,752,404.223022460938
"27/10/2018",23,658,381.572357177734
"28/10/2018",0,699,263.414123535156
"28/10/2018",1,531,229.562866210938
"28/10/2018",2,450,204.133575439453
"28/10/2018",3,299,127.515159606934
"28/10/2018",4,148,85.1710052490234
"28/10/2018",5,27,57.4756965637207
"28/10/2018",6,55,117.511863708496
"28/10/2018",7,134,268.612945556641
"28/10/2018",8,74,454.435485839844
"28/10/2018",9,195,304.528106689453
"28/10/2018",10,330,394.663238525391
"28/10/2018",11,544,557.044677734375
"28/10/2018",12,630,595.609680175781
"28/10/2018",13,916,605.447570800781
"28/10/2018",14,962,612.107421875
"28/10/2018",15,948,603.741760253906
"28/10/2018",16,385,610.216064453125
"28/10/2018",17,535,473.757629394531
"28/10/2018",18,651,539.004943847656
"28/10/2018",19,645,495.894805908203
"28/10/2018",20,624,388.216339111328
"28/10/2018",21,670,541.237426757812
"28/10/2018",22,625,439.087982177734
"28/10/2018",23,512,477.877380371094
"29/10/2018",0,434,283.621307373047
"29/10/2018",1,326,266.552551269531
"29/10/2018",2,184,209.137084960938
"29/10/2018",3,123,113.545013427734
"29/10/2018",4,117,77.875129699707
"29/10/2018",5,161,91.1519927978516
"29/10/2018",6,436,118.47615814209
"29/10/2018",7,1070,367.818298339844
"29/10/2018",8,1888,707.01220703125
"29/10/2018",9,1021,562.812072753906
"29/10/2018",10,771,577.710815429688
"29/10/2018",11,796,452.6318359375
"29/10/2018",12,737,468.763671875
"29/10/2018",13,815,546.47900390625
"29/10/2018",14,838,573.529663085938
"29/10/2018",15,884,552.438293457031
"29/10/2018",16,1069,577.442565917969
"29/10/2018",17,1274,575.684143066406
"29/10/2018",18,1987,697.862182617188
"29/10/2018",19,1377,545.963562011719
"29/10/2018",20,1026,377.068542480469
"29/10/2018",21,979,330.993927001953
"29/10/2018",22,906,343.439727783203
"29/10/2018",23,658,327.893096923828
"30/10/2018",0,488,234.983261108398
"30/10/2018",1,440,222.339645385742
"30/10/2018",2,283,206.739974975586
"30/10/2018",3,182,125.296394348145
"30/10/2018",4,150,67.3312072753906
"30/10/2018",5,162,67.7730865478516
"30/10/2018",6,394,89.2116088867188
"30/10/2018",7,1005,370.350677490234
"30/10/2018",8,1883,632.017700195312
"30/10/2018",9,982,457.571838378906
"30/10/2018",10,684,456.839996337891
"30/10/2018",11,782,539.930969238281
"30/10/2018",12,881,509.108459472656
"30/10/2018",13,847,534.712890625
"30/10/2018",14,903,605.537231445312
"30/10/2018",15,965,638.423950195312
"30/10/2018",16,1110,664.470825195312
"30/10/2018",17,1357,653.087585449219
"30/10/2018",18,2074,641.3720703125
"30/10/2018",19,1442,549.777282714844
"30/10/2018",20,1186,505.425323486328
"30/10/2018",21,1147,429.707611083984
"30/10/2018",22,948,448.796051025391
"30/10/2018",23,527,430.002105712891
"31/10/2018",0,294,248.885192871094
"31/10/2018",1,324,184.568054199219
"31/10/2018",2,287,168.571914672852
"31/10/2018",3,227,128.938903808594
"31/10/2018",4,146,59.0737800598145
"31/10/2018",5,141,86.7097702026367
"31/10/2018",6,402,114.014450073242
"31/10/2018",7,1060,357.696105957031
"31/10/2018",8,1907,667.827819824219
"31/10/2018",9,996,455.618347167969
"31/10/2018",10,717,499.633422851562
"31/10/2018",11,818,496.849975585938
"31/10/2018",12,907,514.357788085938
"31/10/2018",13,983,583.424865722656
"31/10/2018",14,963,635.91650390625
"31/10/2018",15,994,676.675476074219
"31/10/2018",16,1185,679.926635742188
"31/10/2018",17,1462,692.597473144531
"31/10/2018",18,2094,698.374389648438
"31/10/2018",19,1507,498.724090576172
"31/10/2018",20,1176,473.006591796875
"31/10/2018",21,1069,389.537200927734
"31/10/2018",22,1088,388.349609375
"31/10/2018",23,798,352.398956298828
"01/11/2018",0,584,242.676895141602
"01/11/2018",1,524,215.025848388672
"01/11/2018",2,362,184.618392944336
"01/11/2018",3,242,107.818893432617
"01/11/2018",4,147,69.9083633422852
"01/11/2018",5,154,82.4803619384766
"01/11/2018",6,433,108.512435913086
"01/11/2018",7,1055,337.891387939453
"01/11/2018",8,1899,547.212036132812
"01/11/2018",9,1011,379.764495849609
"01/11/2018",10,696,392.608581542969
"01/11/2018",11,852,433.068572998047
"01/11/2018",12,926,557.573181152344
"01/11/2018",13,968,583.903259277344
"01/11/2018",14,1040,621.564147949219
"01/11/2018",15,1094,633.014099121094
"01/11/2018",16,1206,773.189636230469
"01/11/2018",17,1569,709.268310546875
"01/11/2018",18,2254,773.448791503906
"01/11/2018",19,1561,591.248718261719
"01/11/2018",20,1269,487.404144287109
"01/11/2018",21,1197,471.833038330078
"01/11/2018",22,1115,412.420654296875
"01/11/2018",23,806,406.471893310547
"02/11/2018",0,642,242.143981933594
"02/11/2018",1,560,220.309143066406
"02/11/2018",2,369,166.004699707031
"02/11/2018",3,251,148.031127929688
"02/11/2018",4,166,86.315055847168
"02/11/2018",5,153,72.6056900024414
"02/11/2018",6,403,107.960823059082
"02/11/2018",7,1024,289.875305175781
"02/11/2018",8,1906,546.046447753906
"02/11/2018",9,1027,453.088684082031
"02/11/2018",10,751,429.405548095703
"02/11/2018",11,880,458.035766601562
"02/11/2018",12,1023,497.275085449219
"02/11/2018",13,1130,535.223022460938
"02/11/2018",14,1160,560.426696777344
"02/11/2018",15,1251,584.808532714844
"02/11/2018",16,1424,609.01220703125
"02/11/2018",17,1730,653.072570800781
"02/11/2018",18,2314,743.601806640625
"02/11/2018",19,1568,670.069274902344
"02/11/2018",20,1242,553.982299804688
"02/11/2018",21,1146,534.26416015625
"02/11/2018",22,1106,497.509155273438
"02/11/2018",23,851,456.405578613281
"03/11/2018",0,0,253.879409790039
"03/11/2018",1,0,229.575317382812
"03/11/2018",2,0,196.37841796875
"03/11/2018",3,0,140.223129272461
"03/11/2018",4,0,85.8983764648438
"03/11/2018",5,0,90.1873550415039
"03/11/2018",6,0,112.753921508789
"03/11/2018",7,0,284.53125
"03/11/2018",8,0,547.298706054688
"03/11/2018",9,0,381.099822998047
"03/11/2018",10,0,418.168609619141
"03/11/2018",11,0,469.040374755859
"03/11/2018",12,0,508.730987548828
"03/11/2018",13,0,527.300048828125
"03/11/2018",14,0,663.434143066406
"03/11/2018",15,0,693.188537597656
"03/11/2018",16,0,698.21630859375
"03/11/2018",17,0,631.428649902344
"03/11/2018",18,0,802.542907714844
"03/11/2018",19,0,682.586059570312
"03/11/2018",20,0,530.863098144531
"03/11/2018",21,0,490.443634033203
"03/11/2018",22,0,450.561340332031
"03/11/2018",23,0,422.54736328125
"04/11/2018",0,720,245.866180419922
"04/11/2018",1,517,217.47395324707
"04/11/2018",2,378,187.501846313477
"04/11/2018",3,296,103.585906982422
"04/11/2018",4,188,83.3807525634766
"04/11/2018",5,112,92.1237564086914
"04/11/2018",6,141,93.4049835205078
"04/11/2018",7,259,259.159118652344
"04/11/2018",8,481,533.565307617188
"04/11/2018",9,632,326.978271484375
